user,churn,age,credit_score,housing,payment_type,is_referred,total_deposits,total_withdrawals,total_purchases,total_partner_purchases,credit_card_applications,waiting_for_loan,cancelled_loan,received_loan,rejected_loan,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,rewards_earned,reward_rate,age_group,credit_score_band,activity_score,activity_segment,rewards_segment,loan_status,platform_segment,risk_score,risk_segment,recommended_action
295,0,35.0,,na,Bi-Weekly,0,0,0,0,58,7,0,0,0,0,1,1,1,0,1,0,35.0,1.17,35-44,Missing,65,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
297,1,29.0,532.0,na,Weekly,0,2,2,2,0,2,0,0,0,0,1,1,1,0,1,0,12.0,0.4,25-34,500-599,6,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
300,0,49.0,459.0,R,na,0,59,0,58,95,36,0,0,0,0,1,1,1,0,1,2,57.0,1.9,45-54,Under 500,248,High Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
301,1,21.0,550.0,R,Bi-Weekly,0,0,0,0,0,9,0,0,0,0,1,1,1,0,1,0,67.0,2.23,18-24,500-599,9,Low Activity,High Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
304,0,39.5,415.5,R,Bi-Weekly,1,4,0,4,148,24,0,0,0,0,1,1,1,0,1,0,88.0,1.47,35-44,Under 500,180,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
307,0,31.0,499.0,na,na,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,3.0,0.1,25-34,Under 500,3,Very Low Activity,Low Rewards,No Loan Interaction,App Only,45,Medium Risk,Maintain engagement with lifecycle messaging
308,0,56.0,,na,Bi-Weekly,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,55+,Missing,0,Very Low Activity,No Rewards,No Loan Interaction,App Only,65,High Risk,Activation campaign: prompt first deposit or purchase
311,0,37.0,563.0,na,Monthly,1,7,0,7,39,3,0,0,0,0,1,1,1,0,1,2,24.0,0.8,35-44,500-599,56,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
312,1,25.0,547.0,R,Monthly,0,0,0,0,0,32,0,0,0,0,1,1,1,1,0,2,61.0,2.03,25-34,500-599,32,Moderate Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
327,0,32.0,408.0,O,na,0,3,3,3,75,12,0,0,0,0,1,0,0,0,1,0,36.0,0.67,25-34,Under 500,93,High Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
329,1,38.0,527.0,R,Weekly,0,0,0,0,0,7,0,0,0,0,1,0,0,0,1,0,63.0,2.1,35-44,500-599,7,Low Activity,High Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
331,1,36.0,446.0,na,Bi-Weekly,0,6,0,6,1,4,0,0,0,0,1,0,0,1,0,0,60.0,2.0,35-44,Under 500,17,Low Activity,High Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
337,0,30.0,443.0,R,Bi-Weekly,1,62,2,29,42,62,0,0,0,0,1,1,1,0,1,0,28.0,0.93,25-34,Under 500,195,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
341,1,45.0,548.0,R,na,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,2,63.0,2.1,45-54,500-599,6,Low Activity,High Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
343,1,38.0,529.0,O,Bi-Weekly,1,0,0,0,0,19,0,0,0,0,1,1,1,1,0,2,63.0,2.1,35-44,500-599,19,Moderate Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
345,1,37.0,575.0,R,na,0,0,0,0,0,14,0,0,0,0,1,1,1,1,0,2,69.0,2.3,35-44,500-599,14,Low Activity,High Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
346,1,27.0,615.0,R,Bi-Weekly,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,43.0,1.4300000000000002,25-34,600-699,2,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
347,1,32.0,575.0,R,na,0,12,0,12,63,7,0,0,0,0,1,0,0,0,1,2,24.0,0.8,25-34,500-599,94,High Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
348,1,25.0,592.0,O,Semi-Monthly,0,0,0,0,0,8,0,0,0,0,1,1,1,0,1,0,57.0,1.9,25-34,500-599,8,Low Activity,High Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
349,1,30.0,574.0,R,Bi-Weekly,0,0,0,0,0,8,0,0,0,0,1,0,0,1,0,2,40.0,1.33,25-34,500-599,8,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
352,0,25.0,580.0,R,Weekly,0,0,0,0,0,23,0,0,0,0,1,1,1,1,0,0,68.0,2.27,25-34,500-599,23,Moderate Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
353,1,33.0,,R,Bi-Weekly,0,1,0,0,15,2,0,0,0,0,1,0,0,0,1,0,7.0,0.23,25-34,Missing,18,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
354,0,24.5,495.0,R,Weekly,1,8,4,8,308,42,0,0,1,0,1,1,1,0,1,3,130.0,2.17,25-34,Under 500,366,High Activity,High Rewards,Received Loan,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
356,1,22.0,530.0,R,Semi-Monthly,0,0,0,0,0,8,0,0,0,0,1,1,1,0,1,0,44.0,1.47,18-24,500-599,8,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
358,1,29.0,573.0,R,Semi-Monthly,0,0,0,0,0,31,0,0,1,0,1,1,1,1,0,0,57.0,1.9,25-34,500-599,31,Moderate Activity,High Rewards,Received Loan,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
360,1,28.0,566.0,R,Bi-Weekly,0,0,0,0,0,15,0,0,0,0,1,1,1,0,1,0,53.0,1.77,25-34,500-599,15,Low Activity,High Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
361,1,28.0,443.0,R,Monthly,0,3,3,3,41,15,0,0,0,0,1,0,0,0,1,0,16.0,0.53,25-34,Under 500,62,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
369,1,35.0,552.0,na,Bi-Weekly,0,0,0,0,0,4,0,0,0,0,1,1,1,0,1,0,55.0,1.83,35-44,500-599,4,Low Activity,High Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
370,0,46.0,577.0,O,Bi-Weekly,0,0,0,0,0,18,0,0,0,0,1,1,1,0,1,0,69.0,2.3,45-54,500-599,18,Low Activity,High Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
371,0,30.0,,na,Bi-Weekly,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,3,56.0,1.87,25-34,Missing,5,Low Activity,High Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
372,0,29.0,700.0,R,Bi-Weekly,0,0,0,0,160,5,0,0,0,0,1,0,0,0,1,0,54.0,1.8,25-34,700+,165,High Activity,High Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
377,1,37.0,490.0,na,na,0,0,0,0,0,4,0,0,0,0,1,1,1,0,1,0,33.0,3.3,35-44,Under 500,4,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
379,0,42.0,537.0,R,na,1,1,1,1,57,1,0,0,0,0,1,0,0,1,0,0,43.0,1.4300000000000002,35-44,500-599,60,Moderate Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
382,0,23.0,521.0,R,na,0,1,0,1,51,9,0,0,0,0,1,1,1,0,1,0,37.0,1.23,18-24,500-599,62,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
386,0,29.5,621.5,R,Weekly,0,0,0,0,0,4,0,0,0,0,1,1,1,0,1,0,82.0,1.37,25-34,600-699,4,Low Activity,High Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
388,0,22.0,591.0,R,Monthly,1,7,0,7,73,13,0,0,0,0,1,0,0,0,1,0,40.0,1.33,18-24,500-599,100,High Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
392,0,20.0,547.0,R,Weekly,1,0,0,0,46,7,0,0,0,0,1,1,1,0,1,0,53.0,1.77,18-24,500-599,53,Moderate Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
394,0,49.5,,na,Weekly,1,0,0,0,222,32,0,0,0,0,1,1,1,0,1,0,102.0,1.7,45-54,Missing,254,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
398,0,43.0,531.0,na,Weekly,1,2,2,2,18,4,0,0,0,0,1,1,1,0,1,0,12.0,0.2,35-44,500-599,26,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
399,1,37.0,479.0,na,Weekly,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,2.0,0.0699999999999999,35-44,Under 500,1,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
406,0,43.0,517.0,O,Monthly,0,3,1,3,30,1,0,0,0,0,1,1,1,1,0,0,17.0,0.5700000000000001,35-44,500-599,37,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
407,1,36.0,489.0,na,Bi-Weekly,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,2,7.0,0.23,35-44,Under 500,2,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
412,1,43.0,632.0,O,Bi-Weekly,0,23,2,23,29,15,0,0,0,0,1,1,1,0,1,0,2.0,0.0699999999999999,35-44,600-699,90,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
413,0,30.0,570.0,na,Semi-Monthly,0,0,0,0,46,4,0,0,0,0,1,1,1,1,0,0,35.0,1.17,25-34,500-599,50,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
417,1,24.0,,R,na,1,5,6,5,94,24,0,0,0,0,1,1,1,1,0,3,19.0,0.63,18-24,Missing,128,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
419,0,36.0,475.0,na,Bi-Weekly,1,0,0,0,46,5,0,0,0,0,1,1,1,1,1,3,25.0,0.83,35-44,Under 500,51,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
420,0,26.0,465.0,O,na,1,0,0,0,46,4,0,0,0,0,1,1,1,0,1,0,30.0,1.0,25-34,Under 500,50,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
426,0,26.5,570.0,na,Bi-Weekly,0,0,0,0,22,8,0,0,0,0,1,1,1,0,1,0,10.0,0.1699999999999999,25-34,500-599,30,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
429,1,39.0,,na,na,1,0,0,0,57,11,0,0,0,0,1,0,0,1,0,0,21.0,0.7,35-44,Missing,68,High Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
432,0,38.0,,na,Bi-Weekly,0,13,0,13,17,3,0,0,0,0,1,0,0,0,1,0,10.0,0.45,35-44,Missing,46,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
436,1,19.0,,na,Weekly,1,2,0,2,15,1,0,0,0,0,1,0,0,0,1,0,11.0,0.37,18-24,Missing,20,Moderate Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
440,1,32.0,422.0,R,Monthly,0,0,0,0,5,17,0,0,0,0,1,1,1,0,1,2,39.0,1.3,25-34,Under 500,22,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
442,0,30.0,444.0,na,na,0,1,0,0,55,8,0,0,0,0,1,1,1,0,1,0,23.0,0.96,25-34,Under 500,64,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
443,0,51.0,,R,na,0,0,0,0,0,78,0,0,0,0,1,1,1,1,0,0,64.0,2.13,45-54,Missing,78,High Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
445,1,39.0,467.0,na,Bi-Weekly,1,0,0,0,0,42,0,0,0,0,1,1,1,0,1,0,56.0,1.87,35-44,Under 500,42,Moderate Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
448,1,22.0,533.0,na,na,1,2,1,2,51,32,0,0,0,0,1,1,1,0,1,0,47.0,1.5699999999999998,18-24,500-599,87,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
451,0,51.0,496.0,O,na,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,33.0,1.1,45-54,Under 500,6,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
456,0,22.5,528.5,R,na,0,0,0,0,210,26,0,0,0,0,1,0,0,1,0,0,116.0,1.93,18-24,500-599,236,High Activity,High Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
458,1,39.0,522.0,R,Weekly,1,0,0,0,0,16,0,0,0,0,1,1,1,1,0,0,31.0,1.03,35-44,500-599,16,Low Activity,Low Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
461,0,30.0,558.0,R,Bi-Weekly,0,0,0,0,108,3,0,0,0,0,1,0,0,0,1,0,56.0,1.87,25-34,500-599,111,High Activity,High Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
465,0,32.0,672.0,R,Monthly,0,0,0,0,30,15,0,0,0,0,1,1,1,0,1,0,75.0,2.5,25-34,600-699,45,Moderate Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
466,0,28.0,527.0,R,Bi-Weekly,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,0,58.0,1.93,25-34,500-599,6,Low Activity,High Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
467,0,24.0,503.0,O,Weekly,1,0,0,0,108,16,0,0,0,0,1,0,0,0,1,0,66.0,2.2,18-24,500-599,124,High Activity,High Rewards,No Loan Interaction,App Only,0,Low Risk,Maintain engagement with lifecycle messaging
471,1,39.0,608.0,R,na,0,0,0,0,0,23,0,0,0,0,1,1,1,1,0,3,58.0,1.93,35-44,600-699,23,Moderate Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
472,0,24.0,527.0,R,Semi-Monthly,1,3,0,3,17,9,0,0,0,0,1,0,0,0,1,0,37.0,1.23,18-24,500-599,32,Moderate Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
474,0,28.0,524.0,R,Weekly,0,0,0,0,42,2,0,0,0,0,1,0,0,1,0,0,28.0,0.47,25-34,500-599,44,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
475,1,30.0,511.0,R,Semi-Monthly,1,37,4,36,29,23,0,1,1,0,1,1,1,0,1,0,60.0,2.0,25-34,500-599,125,High Activity,High Rewards,Cancelled Loan,App + Web,15,Low Risk,Loan journey follow-up and clearer next steps
477,0,36.0,,na,na,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,2,12.0,0.4,35-44,Missing,4,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
479,1,36.0,516.0,na,Bi-Weekly,0,0,0,0,0,9,0,0,0,0,1,1,1,0,1,3,63.0,2.1,35-44,500-599,9,Low Activity,High Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
483,0,23.0,540.0,O,Weekly,0,0,0,0,27,1,0,0,0,0,1,1,1,0,1,0,22.0,0.73,18-24,500-599,28,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
486,1,51.0,,R,Monthly,1,0,0,0,65,17,0,0,0,0,1,1,1,1,0,0,27.0,0.9,45-54,Missing,82,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
491,0,35.0,,O,na,0,0,0,0,20,6,0,0,0,0,1,0,0,1,0,0,11.0,0.37,35-44,Missing,26,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
495,1,66.0,554.0,O,Monthly,1,2,0,2,66,16,0,0,0,0,1,1,1,1,0,0,43.0,1.4300000000000002,55+,500-599,86,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
498,1,62.0,,na,Bi-Weekly,0,0,0,0,14,0,0,0,0,0,1,0,0,0,1,0,18.0,0.6,55+,Missing,14,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
499,0,49.0,,R,Weekly,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.0,0.0,45-54,Missing,0,Very Low Activity,No Rewards,No Loan Interaction,App + Web,65,High Risk,Activation campaign: prompt first deposit or purchase
500,1,27.0,,na,Weekly,0,0,0,0,21,1,0,0,0,0,1,0,0,1,0,0,8.0,0.27,25-34,Missing,22,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
503,1,26.0,489.0,R,na,1,1,1,1,40,25,0,0,0,0,1,0,0,1,0,0,10.0,0.33,25-34,Under 500,67,High Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
504,1,29.0,516.0,R,Bi-Weekly,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,25.0,0.83,25-34,500-599,1,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
505,1,22.0,572.0,na,Bi-Weekly,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,14.0,0.47,18-24,500-599,1,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
507,1,49.0,535.0,O,Weekly,1,1,0,1,3,8,0,0,0,0,1,0,0,1,0,0,39.0,1.3,45-54,500-599,13,Low Activity,Low Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
508,0,27.0,,na,na,0,0,0,0,118,3,0,0,0,0,1,1,1,0,1,0,44.0,1.47,25-34,Missing,121,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
511,1,25.0,512.0,O,Weekly,0,7,0,7,2,24,0,0,0,0,1,1,1,1,0,2,23.0,0.77,25-34,500-599,40,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
513,0,28.0,485.0,na,Weekly,1,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,29.0,0.97,25-34,Under 500,3,Very Low Activity,Low Rewards,No Loan Interaction,App Only,45,Medium Risk,Maintain engagement with lifecycle messaging
520,0,37.0,583.0,na,Bi-Weekly,0,0,0,0,80,16,0,0,0,0,1,0,0,1,0,0,32.0,1.0699999999999998,35-44,500-599,96,High Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
521,0,30.0,572.0,O,Semi-Monthly,0,0,0,0,16,2,0,0,0,0,1,1,1,1,0,0,14.0,0.47,25-34,500-599,18,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
522,1,26.0,512.0,R,Bi-Weekly,1,0,0,0,1,11,0,0,0,0,1,1,1,0,1,0,27.0,0.9,25-34,500-599,12,Low Activity,Low Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
524,1,33.0,423.0,R,na,1,1,0,0,9,14,0,0,1,0,1,1,1,0,1,0,33.0,1.1,25-34,Under 500,24,Moderate Activity,Low Rewards,Received Loan,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
527,0,27.5,501.5,R,Bi-Weekly,1,76,10,76,128,68,0,0,0,0,1,1,1,1,0,2,98.0,1.63,25-34,500-599,348,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
528,0,42.0,476.0,R,Monthly,1,10,4,10,38,31,0,0,0,0,1,1,1,1,0,0,33.0,1.1,35-44,Under 500,89,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
529,0,30.0,588.0,R,Bi-Weekly,1,0,0,0,76,13,0,1,0,0,1,1,1,1,0,0,53.0,1.77,25-34,500-599,89,High Activity,High Rewards,Cancelled Loan,App + Web,15,Low Risk,Loan journey follow-up and clearer next steps
530,1,28.0,521.0,R,Weekly,1,0,0,0,50,12,0,0,0,0,1,0,0,1,0,0,34.0,1.13,25-34,500-599,62,Moderate Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
531,1,29.0,499.0,R,na,1,5,6,5,18,8,0,0,0,0,1,1,1,1,0,0,14.0,0.47,25-34,Under 500,36,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
532,1,18.0,444.0,na,Bi-Weekly,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,4.0,0.13,18-24,Under 500,4,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
533,0,37.0,588.0,R,Semi-Monthly,1,4,1,4,97,49,0,0,0,0,1,1,1,0,1,0,30.0,1.0,35-44,500-599,154,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
536,0,46.0,545.0,R,Bi-Weekly,1,4,2,3,35,4,0,0,0,0,1,1,1,0,1,0,23.0,0.77,45-54,500-599,46,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
538,1,22.0,444.0,na,Bi-Weekly,1,0,0,0,34,1,0,0,0,0,1,0,0,0,1,0,21.0,0.7,18-24,Under 500,35,Moderate Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
541,1,49.0,541.0,na,Monthly,0,0,0,0,0,4,0,0,0,0,1,1,1,1,0,0,47.0,1.5699999999999998,45-54,500-599,4,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
542,0,27.0,554.0,R,na,1,1,0,1,68,6,0,0,0,0,1,0,0,0,1,0,32.0,1.0699999999999998,25-34,500-599,76,High Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
544,0,28.0,473.0,na,Weekly,1,0,0,0,54,9,0,0,0,0,1,0,0,0,1,2,30.0,1.0,25-34,Under 500,63,Moderate Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
547,1,40.0,478.0,na,Monthly,1,0,0,0,0,25,0,0,0,0,1,1,1,1,0,0,51.0,1.7,35-44,Under 500,25,Moderate Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
549,1,45.0,502.0,R,na,0,15,0,14,72,27,0,0,0,0,1,1,1,1,0,0,58.0,1.93,45-54,500-599,128,High Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
553,0,37.0,450.0,na,na,0,0,0,0,55,20,0,0,0,0,1,1,1,0,1,0,42.0,1.4,35-44,Under 500,75,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
561,0,38.0,670.0,R,Weekly,0,0,0,0,0,48,0,0,0,0,1,1,1,1,0,0,68.0,2.27,35-44,600-699,48,Moderate Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
562,0,24.0,457.0,R,Bi-Weekly,0,0,0,0,0,51,0,0,0,0,1,1,1,0,1,0,72.0,2.4,18-24,Under 500,51,Moderate Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
567,0,47.0,513.0,na,Monthly,0,1,1,1,20,0,0,0,0,0,1,1,1,0,1,0,15.0,0.5,45-54,500-599,22,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
568,0,27.5,550.0,O,na,0,0,0,0,12,0,0,0,0,0,1,1,1,0,1,0,32.0,0.53,25-34,500-599,12,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
580,0,48.0,555.0,R,Weekly,0,0,0,0,0,18,0,0,0,0,1,1,1,0,1,2,67.0,2.23,45-54,500-599,18,Low Activity,High Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
584,0,30.0,568.0,na,Semi-Monthly,0,4,0,4,83,19,0,0,0,0,1,0,0,0,1,0,65.0,2.17,25-34,500-599,110,High Activity,High Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
587,0,26.0,486.0,R,Bi-Weekly,1,44,1,43,108,21,0,0,0,0,1,1,1,1,0,5,53.0,1.77,25-34,Under 500,216,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
589,1,26.0,526.0,na,Bi-Weekly,0,0,0,0,0,6,0,0,0,0,1,1,1,0,1,0,31.0,1.03,25-34,500-599,6,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
